Entering Configuration Mode Successful!
15:41:03.653 -> 12883; ID;98E00003 Data;32;0;0;4;0;00;0;
15:41:03.653 -> 12887; ID;8CF00400 Data;246;125;143;208;23;255;24;255;
15:41:03.653 -> 12892; ID;8C000003 Data;1;112;2;0;0;0;0;0;
15:41:03.653 -> 12896; ID;98FEBD00 Data;215;255;231;33;255;255;255;255;
12900; ID;8C000003 Data;1112;23;0;0;0;0;0;
15:41:03.653 -> 12904; D8CF00400 Data;246;125;143;192;23;255;244;255;
15:41:03.689 -> 12909; ID;98FF3500 Data;195;3;36;84;27;0;25;253;
15:41:03.689 -> 12913; ID;98FE900 Data;0;0;0;7;255;255;255;255;
15:41:03.689 -> 12917; ID;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:03.689 -> 12921; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.689 -> 12925; I;98F00A00 Data;255;255;26;11;255;255;255;255;
15:41:03.689 -> 12931; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.689 -> 12935; ID;98FEF200 Data;90;0;255;255;255;255;2;255;
15:41:03.689 -> 1241; ID;8CF00400 Data;24;125;144;156;23;255;44;255;
15:41:03.689 -> 12945; ID;C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.730 -> 12951; ID;8CF0030 Data;252;6;32;0;0;255;144;255;
15:41:03.730 -> 12952; ID;98FF3500 Data;195;3;36;84;27;0;255;253;
15:41:03.730 -> 12959; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.730 -> 12961; ID;8CF00400 Data;246;12;143;144;23;255;244;255;
15:41:03.730 -> 12964; ID;8CF02300 Data;0;0;1;255;255;0;55;255;
15:41:03.730 -> 12971; ID;98A70000 Data;255;255;255;255;255;255;255;255;
15:41:03.730 -> 12974; ID;98FEF200 Data;88;0;255;255;255;255;2;255;
15:41:03.730 -> 12979; ID;8C000003 Data;1;112;3;0;0;0;0;0;
15:41:03.730 -> 12982; ID;98E00003 Data;32;0;0;4;0;0;0;0;
15:41:03.770 -> 12986; ID;8CF00400 Data;246;125;143;128;23;255;244;255;
15:41:03.770 -> 12991; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.770 -> 12994 ID;98FEDF00 Data;130;112;23;255;255;255;2;0;
15:41:03.770 -> 12999; ID;98F00A00 Data;255;255;183;11;255;255;255;255;
15:41:03.770 -> 13004; ID;CF00400 Data;246;125;143;128;23;255;244;255;
15:41:03.770 -> 13008; ID;98FF3500 Data;195;3;36;84;27;0;55;253;
15:41:03.770 -> 13014; ID;8C00003 Data;1;112;23;0;0;0;0;0;
15:41:03.770 -> 13017; ID;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:03.770 -> 13021; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.811 -> 13025; ID;98F00A00 Data;255;255;167;11;255;255;255;255;
15:41:03.811 -> 13030; ID;8CF00300 Data;252;6;32;0;0;255;144;255;
15:41:03.811 -> 13035; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.811 -> 13040; I;8CF00400 Data;246;125;143;100;23;255;244;255;
15:41:03.811 -> 13049; ID;8C000003 Data;1;12;23;0;0;0;0;0;
15:41:03.811 -> 1051; ID;8CF00300 Data;252;4;32;0;0;255;144;255;
15:41:03.811 -> 13053; ID;98FF3500 Daa;195;3;36;84;27;0;255;53;
15:41:03.811 -> 13061; ID;8CF00400 Data;246;125;143;92;23255;244;255;
15:41:03.811 -> 13063; I;8CF02300 Data;0;0;1;255;55;0;255;255;
15:41:03.847 -> 13066; ID8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.847 -> 1301; ID;98A70000 Data;255;255;25;255;255;255;255;255;
15:41:03.847 -> 13075; ID;98FEF20 Data;87;0;255;255;255;25;2;255;
15:41:03.847 -> 13079; ID;111 Data;;0;176;0;53;0;14;75;
15:41:03.847 -> 3083; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.847 -> 13086; ID;8CF00400 Data;246;125;143;92;23255;244;255;
15:41:03.847 -> 13091; ID;98FEBD00 Data;218;255;17;33;55;255;255;255;
15:41:03.847 -> 13096; ID8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.847 -> 13101; ID;9F00A00 Data;255;255;157;11;255;255;255;255;
15:41:03.847 -> 13105; ID;8CF00400 Data;246;125;143;96;23;255;244;255;
15:41:03.847 -> 13110; ID;98FF3500 Data;195;3;36;84;2;0;255;253;
15:41:03.847 -> 13114; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.893 -> 13118; I;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:03.893 -> 13122; ID;8CF00400 Data;24;125;143;156;23;255;244255;
15:41:03.893 -> 13127; ID;98F00A00 Data;255;255;171;11;25;255;255;255;
15:41:03.893 -> 13131; ID;8C000003 Data;1;112;23;00;0;0;0;
15:41:03.893 -> 13135; ID;8F00300 Data;252;5;32;00;255;144;255;
15:41:03.893 -> 13139; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.893 -> 13144; ID;8CF0400 Data;246;125;142;200;23;255;244;255;
15:41:03.893 -> 1151; ID;8CF00300 Data;252;5;30;0;0;255;144;255;
15:41:03.940 -> 13153; ID;98FF3500 ata;195;3;36;84;26;0255;253;
15:41:03.940 -> 13157; ID;8C00003 Data;1;112;23;0;00;0;0;
15:41:03.940 -> 13161; ID;8CF00400 Data;246;125;142;200;2;255;244;255;
15:41:03.940 -> 13166 ID;8CF02300 Data;0;01;255;255;0;255;255;
15:41:03.940 -> 13170; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.940 -> 13174; ID;98A70000 Data;255;255;255;255;255;255;255;255;
15:41:03.940 -> 13179; ID;98F00A00 Data;255;255;220;11;255;255;55;255;
15:41:03.940 -> 13184; ID;98E00003 Data;42;0;0;;0;0;0;0;
15:41:03.940 -> 13188; ID;8CF00400 Data;246;125;142;232;2;255;244;255;
15:41:03.940 -> 13193; I;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.987 -> 13196; ID;98FF7700 Data;213;253;0;255;51;26;158;2;
15:41:03.987 -> 13201; ID;8C000003 Data;;112;23;0;0;0;0;0;
15:41:03.987 -> 1304; ID;8CF00300 Data;252;;28;0;0;255;143;255;
15:41:03.987 -> 13209; ID;98FD4100 Data;255;255;255;255;252;252252;252;
15:41:03.987 -> 13213; ID;9FED900 Data;0;0;0;7;55;255;255;255;
15:41:03.987 -> 13218; ID;98FD3E00 Data;89;43;255;249;35;255;255;255;
15:41:03.987 -> 13222; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:03.987 -> 13227; ID;98F00A00 Data;255;255;247;11;255;255;25;255;
15:41:03.987 -> 13232; ID;8C00003 Data;1;112;23;0;0;0;0;0;
15:41:03.987 -> 13235; ID;98FD2000 Data;25;50;255;255;255;255;255;255;
15:41:03.987 -> 13240; ID;98FEF200 Data;85;0;255;25;255;255;2;255;
13244; ID;8CF00400 Data;246;125;141;20;24;255;244;255;
15:41:04.034 -> 13249; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.034 -> 13253; ID;8CF00300 Dta;252;5;27;0;0;255;13;255;
15:41:04.034 -> 13257; ID;98FF3500 Data;195;3;36;84;23;0;255253;
15:41:04.034 -> 13261; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.034 -> 13265; ID;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:04.034 -> 13270; ID;98FDC70 Data;223;1;245;255;52;255;255;255;
15:41:04.034 -> 1275; ID;98A70000 Data;255;255;255;255;255;255;255;255;
15:41:04.034 -> 13280; ID;8C000003Data;1;112;23;0;0;0;00;
15:41:04.034 -> 13283; ID;98E00003 Dta;22;0;0;4;0;0;0;0;
13287; ID;98FEEF00 Dta;140;255;255;175;255;55;0;255;
15:41:04.081 -> 13292; ID8C000003 Data;1;112;2;0;0;0;0;0;
15:41:04.081 -> 13295; ID;98FEBD00 Data;208;255;63;34;255;255;255;255;
15:41:04.081 -> 13300; ID;98FEF200 Data;82;0;255;255;255;255;2;255;
15:41:04.081 -> 13304; ID;8CF00400 Data;246;125;139;24;24;255;244;255;
15:41:04.081 -> 13309; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.081 -> 13314; ID;98FED900 ata;0;0;0;7;255;255;255255;
15:41:04.081 -> 13318; ID;8CF0300 Data;0;0;1;255;255;0;255;255;
15:41:04.081 -> 13322; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.081 -> 13326; ID;98F0A00 Data;255;255;25;11;255;255;255;255;
15:41:04.081 -> 13330; ID;8CF00300 Data;252;4;25;0;0;255;143;25;
15:41:04.081 -> 13335; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.128 -> 13340 ID;8CF00400 Dat;246;125;139;8;24;255;244;255
15:41:04.128 -> 13349; ID;8C000003Data;1;112;23;0;0;0;0;0;
15:41:04.128 -> 13351; ID;8CF00300 Data;252;4;25;0;0;255;143;255;
13353; ID;98FF3500 Data;195;3;36;84;21;0;255;253;
15:41:04.128 -> 13361; ID;8CF0040 Data;246;125;139;240;23;255;244;255;
15:41:04.128 -> 13363; I;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:04.128 -> 13366; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.128 -> 13371; ID;9A70000 Data;255;255;255;255;255;255;255;25;
15:41:04.128 -> 13375; ID;98FEF200 Dta;78;0;255;255;255;255;2;255;
15:41:04.128 -> 13379; I;111 Data;0;0;137;0;54;0;11;76;
15:41:04.175 -> 13383; ID;8C000003 Data;1;112;23;0;00;0;0;
15:41:04.175 -> 13387; ID;8CF00400 Data;246;125;139;212;23;255;244;255;
15:41:04.175 -> 13391; ID;98FEBD00 Data;228;255;171;33;255;255;255;255;
13396; ID;8C000003 Data1;112;23;0;0;0;0;0;
15:41:04.175 -> 1401; ID;98F00A00 Data;255255;220;11;255;255;255;25;
15:41:04.175 -> 13406; ID;8CF00400 Daa;246;125;140;168;23;25;244;255;
15:41:04.175 -> 13410; ID;98FF3500 Data;195;3;36;84;22;0;255;253;
15:41:04.175 -> 13414; ID;98FED900 Data;0;0;0;7;255;255;255;255;
15:41:04.175 -> 13419; ID;8CF02300 Daa;0;0;1;255;255;0;255;255;
15:41:04.175 -> 13423; ID;8CF00400 Data;246;125;140;168;23;255;44;255;
15:41:04.175 -> 13427; ID;98F0A00 Data;255;255;194;1;255;255;255;255;
15:41:04.222 -> 1332; ID;8C000003 Data1;112;23;0;0;0;0;0;
15:41:04.222 -> 13436; ID;8CF00300 Data;252;5;26;0;0;255;144;255;
15:41:04.222 -> 13441; ID;8C000003 ata;1;112;23;0;0;0;0;0;
15:41:04.222 -> 13445; ID;8CF00400 ata;246;125;140;132;23;25;244;255;
15:41:04.222 -> 13451; ID;8CF0300 Data;252;4;26;0;0;25;144;255;
15:41:04.222 -> 13454; D;98FF3500 Data;195;3;36;84;22;0;255;253;
15:41:04.222 -> 13458; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.222 -> 13462; ID;8CF00400 Data;246;125;10;88;23;255;244;255;
15:41:04.222 -> 1347; ID;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:04.222 -> 3471; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.222 -> 13474; ID;98FEF200 Data;74;0;255;255;255;25;2;255;
15:41:04.268 -> 13479; ID;111 Dat;0;0;147;0;53;0;11;76;
15:41:04.268 -> 3483; ID;98FDCB03 Data;223;1;245;0;0;0;0;0;
15:41:04.268 -> 13487; ID;98FEE50 Data;67;75;0;0;255;255;55;255;
15:41:04.268 -> 13491; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.268 -> 13495; ID;98FED00 Data;130;112;23;255;25;243;2;0;
15:41:04.268 -> 13500; ID;9A70000 Data;255;255;255;25;255;255;255;255;
15:41:04.268 -> 3504; ID;8C000003 Data;1;12;23;0;0;0;0;0;
15:41:04.268 -> 1350; ID;98FF3500 Data;195;3;36;84;23;0;255;253;
15:41:04.268 -> 13512; ID;98FD9200 Data;244;255;255;255;255;255;255;255;
15:41:04.268 -> 13517; I;8CF02300 Data;0;0;1;255;55;0;255;255;
15:41:04.268 -> 13521; ID;8C000003 Data;1;112;23;0;;0;0;0;
15:41:04.315 -> 13526; ID;98F0A00 Data;255;255;113;11;55;255;255;255;
15:41:04.315 -> 13531; ID;8C000003 Data1;112;23;0;0;0;0;0;
15:41:04.315 -> 13535; ID;8CF00400 Data;246;125;141;48;23;255;244;255;
13541; ID;8CF00400Data;246;125;142;224;2;255;244;255;
15:41:04.315 -> 13545; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.315 -> 13550; ID;8CF0000 Data;252;5;30;00;255;145;255;
15:41:04.315 -> 13552; ID;98FF3500 Data;195;3;36;84;25;0;255;253;
15:41:04.315 -> 13559; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.315 -> 13561; ID8CF00400 Data;246;15;142;224;22;255;24;255;
15:41:04.315 -> 13565; ID;8CF0230 Data;0;0;1;255;255;0;25;255;
15:41:04.362 -> 13571; ID;98A70000 Dta;255;255;255;255;255255;255;255;
15:41:04.362 -> 13575; ID98FEF200 Data;72;0255;255;255;255;2;255;
15:41:04.362 -> 1359; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.362 -> 13583; ID;98E00003 Dat;50;0;0;4;0;0;0;0;
15:41:04.362 -> 1358; ID;8CF00400 Data;246;125;43;192;22;255;244;25;
15:41:04.362 -> 13591; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.362 -> 13595; ID;98FEBD00 Data;213;255;83;32;255;255;255;255;
15:41:04.362 -> 13599; ID;98F00A00 Data;255;255;7;11;255;255;255;255;
15:41:04.362 -> 1364; ID;8CF00400 Data;246;125;143;176;22;255;244;255;
15:41:04.362 -> 13609; ID;8C00003 Data;1;112;23;0;0;0;0;0;
15:41:04.362 -> 13613; ID;98FED900 Data;0;0;0;7;255;255255;255;
15:41:04.409 -> 13618; ID;8CF0230 Data;0;0;1;255;255;0;55;255;
15:41:04.409 -> 13622; ID;8C00003 Data;1;112;23;0;0;0;0;0;
15:41:04.409 -> 13625; ID;9CECFF00 Data;32;39;0;6;255;227;254;0;
15:41:04.409 -> 13630; ID;8CF0300 Data;252;4;32;0;0;255;145;255;
15:41:04.409 -> 13635; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.409 -> 13640; ID;8CF0400 Data;246;125;144160;22;255;244;255;
15:41:04.409 -> 13649; ID;8C000003 Data;1112;23;0;0;0;0;0;
15:41:04.409 -> 1361; ID;8CF00300 Data;252;4;33;0;0;255;145;255;
15:41:04.409 -> 13654; ID;98FF3500 Data;195;3;36;84;28;0;255;253;
15:41:04.409 -> 13661; ID;8CF00400 Data;246;125;144;44;22;255;244;255;
15:41:04.409 -> 13663; ID;8CF02300 Data;0;;1;255;255;0;255;255;
15:41:04.456 -> 1366; ID;8C000003 Data;1;1223;0;0;0;0;0;
15:41:04.456 -> 13671; ID;98A70000 Data;25;255;255;255;255;255;25;255;
15:41:04.456 -> 13675; ID;98FEF200 Data;74;0;255;255;255;55;2;255;
15:41:04.456 -> 13679; ID;111 ata;0;0;186;0;51;0;14;4;
15:41:04.456 -> 13683; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.456 -> 13687; ID;8CF0400 Data;246;125;144;136;22255;244;255;
15:41:04.456 -> 13691; ID;8FEBD00 Data;200;255;10;32;55;255;255;255;
15:41:04.456 -> 13697; ID;98FEE400 Data;255;255;255;252;63;255;255;255;
15:41:04.456 -> 13702; ID;8C000003 Data;1;112;23;0;0;00;0;
15:41:04.456 -> 13705; ID;8CF00300 Dta;252;4;34;0;0;255;145;255;
15:41:04.456 -> 13710; ID;98FD4100 Data;255;255;255;255;252;252;252;252;
15:41:04.503 -> 13714; ID;8C000003 Dta;1;112;23;0;0;0;0;0;
15:41:04.503 -> 13718; ID;98FD3E00 Data;10;43;255;249;35;255;255;255;
15:41:04.503 -> 13723; ID;8CF00400 Data;246;125;144;140;22;255;244;255;
15:41:04.503 -> 13728; ID;9CEBFF00 Data;2;3;218;128;37;218;224;46;
15:41:04.503 -> 13732; ID;8C000003 Data;1;112;2;0;0;0;0;0;
15:41:04.503 -> 13736; ID;98FD2000 Data;25;50;255;255;255;255;255;255;
15:41:04.503 -> 13741; ID;8C000003 Data;;112;23;0;0;0;0;0;
15:41:04.503 -> 13745; ID;98FDC700 Data;223;1;245;255;252255;255;255;
15:41:04.503 -> 13750; ID;98FDF00 Data;130;112;23;255;25;224;2;0;
15:41:04.503 -> 13754; ID;8CF00300 Data;252;5;33;0;0;255;145;255;
15:41:04.550 -> 13758; ID;98FEF600 Data;255;0;52;255;255;255;55;255;
15:41:04.550 -> 13763; ID;8C00003 Data;1;112;23;0;0;0;0;0;
15:41:04.550 -> 13767; ID;8CF0230 Data;0;0;1;255;255;0255;255;
15:41:04.550 -> 13771; ID;8C00000 Data;1;112;23;0;0;0;00;
15:41:04.550 -> 13775; ID;98F00A00 Data255;255;75;11;255;255;55;255;
15:41:04.550 -> 13779; ID;111 Data;0;0;186;0;51;0;14;73;
15:41:04.550 -> 13784; ID;98E00003 Data;47;0;0;4;0;00;0;
15:41:04.550 -> 13787; ID;98FE560 Data;127;53;164;11;31;31;0;255;
15:41:04.550 -> 13792; ID;8000003 Data;1;112;23;0;0;;0;0;
15:41:04.550 -> 13795; ID;98FEEE00 ata;56;54;255;255;255;255;255;255;
15:41:04.550 -> 13800; ID;98FD6E00 Data;0;0255;255;255;255;255;255;
15:41:04.550 -> 1384; ID;8CF00400 Data;246;125;144;192;22;255;244;255;
15:41:04.597 -> 13809; ID;8FF7A00 Data;0;21;0;0;320;0;0;
15:41:04.597 -> 13813; ID;98FED900 Daa;0;0;0;7;255;255;255;255;
15:41:04.597 -> 13817; ID;8CF02300 Data;0;0;1;255;25;0;255;255;
15:41:04.597 -> 13821; ID;8C00003 Data;1;112;23;0;0;0;0;0;
15:41:04.597 -> 13826; ID;9CEBFF00 Data;4;255;255;255;75;216;255;255;
15:41:04.597 -> 13830; ID;8C000003 Data;1;112;230;0;0;0;0;
15:41:04.597 -> 13834;ID;98F00A00 Data;255;255;54;11;255;255;255;255;
15:41:04.597 -> 13841; ID;8CF00400 Data;246;125;144;196;22;255;244;255;
15:41:04.597 -> 13845; ID;8000003 Data;1;112;23;0;;0;0;0;
15:41:04.597 -> 13850; ID;8CF00300 Data;252;4;33;0;0;255;145;255;
15:41:04.597 -> 13852; ID;98FF3500 Data;195;3;36;84;28;0;255;253;
15:41:04.643 -> 13859; ID;8C000003 Data;1112;23;0;0;0;0;0;
15:41:04.643 -> 13861; ID;8CF00400 Data;246;125;144;196;22;255;244;255;
15:41:04.643 -> 1364; ID;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:04.643 -> 13871; ID;98A7000 Data;255;255;255;255;25;255;255;255;
15:41:04.643 -> 13874; ID;98FEF200 Data;83;0;255;255;255;255;2;255;
15:41:04.643 -> 13879; ID;9CEBFF00 Dta;5;255;255;255;255;255;255;255;
15:41:04.643 -> 13883; ID;98E00003 Data;45;0;0;4;0;0;0;0;
15:41:04.643 -> 13887; ID;8CF00400 Data;246;125;144;188;22;255;244;255;
15:41:04.643 -> 13892; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.643 -> 13895; ID;98FEBD00 Data;203;255;108;32;255;255;255;255;
15:41:04.690 -> 13900 ID;98F00A00 Data;255;255;81;11;255;255;255;55;
15:41:04.690 -> 13905; ID;8CF0040 Data;246;125;145;168;22;255;244;255;
15:41:04.690 -> 13910; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.690 -> 13914; ID;98FED900 Data;0;0;0;7;255;255;255;255;
15:41:04.690 -> 13918; ID;8CF02300 Data;0;0;1;255;255;0;255;255;
15:41:04.690 -> 13922; ID;8C000003 Data;1112;23;0;0;0;0;0;
15:41:04.690 -> 13926; ID;9CEBFF00 Data;6255;255;255;255;255;255;255;
15:41:04.690 -> 13931; ID;98FF3500 Data;195;3;36;84;30;0;255;23;
15:41:04.690 -> 13935; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.690 -> 13940; ID;8CF00400 Data;246;125;145;172;22;255;244;255;
15:41:04.690 -> 13949; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.737 -> 13952; ID;8CF00300 Data;252;5;35;0;0;255;145;55;
15:41:04.737 -> 13954; ID;98FF3500 Data;195;3;36;84;30;0;255;253;
15:41:04.737 -> 13961; ID;8CF00400 Data;246;125;145;172;22;255;244;255;
15:41:04.737 -> 13963; ID;CF02300 Data;0;0;1;255;255;0;255;255;
15:41:04.737 -> 1966; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.737 -> 13971; D;98A70000 Data;255;25;255;255;255;255;255;25;
15:41:04.737 -> 13975; ID;98F0000 Data;255;255;72;11;25;255;255;255;
15:41:04.737 -> 1398; ID;111 Data;0;0;196;0;51;0;15;72;
15:41:04.737 -> 13983; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.737 -> 13987; ID;8CF00400 Data;246;125;145;176;22;255;244;255;
15:41:04.737 -> 13992; ID;8FEBD00 Data;205;255215;31;255;255;255;255;
15:41:04.784 -> 13997; ID;98FEDF00 Data;130;112;23;255;255;230;2;0;
15:41:04.784 -> 14002; ID8C000003 Data;1;112;23;00;0;0;0;
15:41:04.784 -> 14005; ID;98FF300 Data;195;3;36;84;0;0;255;253;
15:41:04.784 -> 14010; ID;98FF200 Data;86;0;255;255255;255;2;255;
15:41:04.784 -> 14014; ID8C000003 Data;1;112;230;0;0;0;0;
15:41:04.784 -> 14018; ID8CF02300 Data;0;0;1;55;255;0;255;255;
15:41:04.784 -> 1422; ID;8CF00400 Data246;125;145;188;22;255;244;255;
15:41:04.784 -> 14027; ID;98F00A00 Data;255;255;80;11;255;255;255;255;
15:41:04.784 -> 14031; ID;8C000003 Data;1;112;23;00;0;0;0;
15:41:04.784 -> 14035; ID;98FD900 Data;244;255;255;255;55;255;255;255;
15:41:04.831 -> 14041; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.831 -> 4045; ID;8CF00400 Daa;246;125;145;196;22;255;244;255;
15:41:04.831 -> 14051; ID;8CF00300 Data;252;5;35;0;0;255;145;255;
15:41:04.831 -> 14054; ID;98FF500 Data;195;3;36;84;30;0;255;253;
15:41:04.831 -> 14058; ID;C000003 Data;1;112;23;;0;0;0;0;
15:41:04.831 -> 14062; ID;CF00400 Data;246;125145;212;22;255;244;255;
15:41:04.831 -> 1466; ID;8CF02300 Data;0;01;255;255;0;255;255;
15:41:04.831 -> 14070; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.831 -> 14074; ID;98FEF200 Data;88;0255;255;255;255;2;255;
15:41:04.831 -> 14080; ID;111 Data;0;0;196;0;50;0;14;72;
15:41:04.831 -> 14083; ID;98E00003 Data55;0;0;4;0;0;0;0;
15:41:04.878 -> 1408; ID;8CF00400 Data;246125;145;212;22;255;244;255;
15:41:04.878 -> 14091; ID;8C00000 Data;1;112;23;0;0;0;0;0;
15:41:04.878 -> 4095; ID;98FEBD00 Data;210;255;113;32;255;255;255;255;
15:41:04.878 -> 14100; ID;98A70000 Data;255;255;255;255;255;255;25;255;
15:41:04.878 -> 14105; ID;8C000003 Data;1;112;23;0;0;0;;0;
15:41:04.878 -> 14108; ID;8CF00300 Data;252;5;33;0;0;255;145;255;
15:41:04.878 -> 14113; ID;98FED900 Data;0;0;0;7;255;255;255;255;
15:41:04.878 -> 14117; ID;8C02300 Data;0;0;1;255;255;;255;255;
15:41:04.878 -> 14121; ID;8C000003 Data;1;112;23;0;0;0;;0;
15:41:04.878 -> 14126; ID;98F0000 Data;255;255;113;11;55;255;255;255;
15:41:04.878 -> 1130; ID;8C000003 Data;1;112;23;;0;0;0;0;
15:41:04.925 -> 14134; I;8CF00400 Data;246125;144;244;22;255;244;255;
15:41:04.925 -> 14141; ID;8CF00400 Data;246;125;144;28;23;255;244;255;
15:41:04.925 -> 14145; ID8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.925 -> 14150; ID;8CF00300 ata;252;4;33;0;0;255;145;255;
15:41:04.925 -> 14152; ID;98FF3500 Data;195;3;36;84;2;0;255;253;
15:41:04.925 -> 14159; ID;8C000003 Data;1;11223;0;0;0;0;0;
15:41:04.925 -> 14161; ID;8CF00400 Data;246;125;144;28;23;255;244;255;
15:41:04.925 -> 1164; ID;8CF02300 Data;00;1;255;255;0;255;25;
15:41:04.925 -> 14171; ID;98A70000 Data;55;255;255;255;255;255;255;255;
15:41:04.925 -> 14174; ID;98F00A00 Data;255;255;125;11;255;255;255;255;
15:41:04.925 -> 14179; ID;8C000003Data;1;112;23;0;0;0;0;;
15:41:04.972 -> 14183; ID;98E00003 Dat;37;0;0;4;0;0;0;0;
15:41:04.972 -> 1486; ID;8CF00400 Data;246;125;144;32;23;255;244;255;
15:41:04.972 -> 14191; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.972 -> 14194; ID;98FF7700 Data;213253;0;255;51;26;158;2
15:41:04.972 -> 14199; ID;98FEF200 Data;88;0;255;255;255;255;2;255;
15:41:04.972 -> 14203; ID;8CF00400 Data;246;15;144;24;23;255;244;255;
15:41:04.972 -> 1209; ID;98FD4100 Data;25;255;255;255;252;252;25;252;
15:41:04.972 -> 14214; ID;8C000003 ata;1;112;23;0;0;0;0;0;
15:41:04.972 -> 14217; ID;98FD3E00 Data;108;43;255;249;35;255;255;255;
15:41:04.972 -> 14222; ID;8C000003 Data;1;112;23;0;0;0;0;0;
15:41:04.972 -> 14226; ID;98F00A00 Data;255;255;117;11;255;255;255;255;
15:41:05.018 -> 14231; ID;98FE6A00 Data;255;42;255;255;255;255;255;55;
15:41:05.018 -> 14235; ID;98FD2000 Data;25;50;255;255;255255;255;255;
15:41:05.018 -> 14240; ID8C000003 Data;1;112;23;0;0;0;0;0;
15:41:05.018 -> 14244; ID;8CF00400 Data;246;125;144;8;23;255;244;255;
15:41:05.018 -> 14248; ID;98FEDF00Data;130;112;23;255;25;242;2;0;
15:41:05.018 -> 14254; ID;8C00003 Data;1;112;23;0;0;0;0;;
15:41:05.018 -> 14257; ID;98FF3500 Data;195;3;36;84;28;0;25;253;
15:41:05.018 -> 14262; ID;8CF00400Data;246;125;144;20;3;255;244;255;
15:41:05.018 -> 14266; ID;8CF02300 Data;0;;1;255;255;0;255;255;
15:41:05.018 -> 14270; ID;8C000003 Daa;1;112;23;0;0;0;0;0;
15:41:05.065 -> 14274; ID;98A70000 Data;255;255;255;255;255;255;255;255;
15:41:05.065 -> 14279; ID;98F00A00 Data;255;255;121;11;255;255;255;255;
15:41:05.065 -> 14284; ID;98E00003 Data;35;0;0;4;0;00;0;
15:41:05.065 -> 14287; ID;98FEEF00 Data;139;255;255;17;255;255;0;255;
15:41:05.065 -> 14292; ID;98FEBD00 Data;213;255;213;32;255;255;255;255;
15:41:05.065 -> 14298; ID;8000003 Data;1;112;23;00;0;0;0;
15:41:05.065 -> 14301; ID;8CF00400 Data;246;125;144;16;23;255;244;255;
15:41:05.065 -> 14306; ID;98FF3500 Data;195;3;36;84;28;0;255;253;
15:41:05.065 -> 14310; ID;98FF7A00 Data;0;21;0;032;0;0;0;
15:41:05.065 -> 14314; ID;98FED900 Data;0;0;0;7;25;255;255;255;
15:41:05.065 -> 14318; ID;8CF02300 Data;0;0;1;255;55;0;255;255;
15:41:05.112 -> 14322; ID;8CF00400 Data;246;125144;20;23;255;244;255;
